onset	duration	sample	value	event_code	background	foreground_contrast	stimulus_cond
0	n/a	0	break cnt	break cnt	n/a	n/a	n/a
41.216	n/a	20608	surroundSuppB2_start	97	n/a	n/a	n/a
42.9	n/a	21450	fixpoint_ON	4	n/a	n/a	n/a
43.522	2.4	21761	stim_ON	8	1	1	3
48.856	n/a	24428	fixpoint_ON	4	n/a	n/a	n/a
49.366	2.4	24683	stim_ON	8	1	0.6	1
54.676	n/a	27338	fixpoint_ON	4	n/a	n/a	n/a
55.196	2.4	27598	stim_ON	8	1	0.3	2
60.506	n/a	30253	fixpoint_ON	4	n/a	n/a	n/a
61.016	2.4	30508	stim_ON	8	1	0	3
66.326	n/a	33163	fixpoint_ON	4	n/a	n/a	n/a
66.838	2.4	33419	stim_ON	8	1	0	2
72.146	n/a	36073	fixpoint_ON	4	n/a	n/a	n/a
72.656	2.4	36328	stim_ON	8	1	0.3	1
77.966	n/a	38983	fixpoint_ON	4	n/a	n/a	n/a
78.478	2.4	39239	stim_ON	8	1	0.6	3
83.786	n/a	41893	fixpoint_ON	4	n/a	n/a	n/a
84.296	2.4	42148	stim_ON	8	1	1	2
89.606	n/a	44803	fixpoint_ON	4	n/a	n/a	n/a
90.118	2.4	45059	stim_ON	8	1	1	3
95.436	n/a	47718	fixpoint_ON	4	n/a	n/a	n/a
95.946	2.4	47973	stim_ON	8	1	0.6	1
101.256	n/a	50628	fixpoint_ON	4	n/a	n/a	n/a
101.768	2.4	50884	stim_ON	8	1	0.3	2
107.076	n/a	53538	fixpoint_ON	4	n/a	n/a	n/a
107.586	2.4	53793	stim_ON	8	1	0	3
112.896	n/a	56448	fixpoint_ON	4	n/a	n/a	n/a
113.408	2.4	56704	stim_ON	8	0	1	1
118.716	n/a	59358	fixpoint_ON	4	n/a	n/a	n/a
119.226	2.4	59613	stim_ON	8	0	0.6	2
124.538	n/a	62269	fixpoint_ON	4	n/a	n/a	n/a
125.048	2.4	62524	stim_ON	8	0	0.3	3
130.376	n/a	65188	fixpoint_ON	4	n/a	n/a	n/a
130.886	2.4	65443	stim_ON	8	0	0	1
136.206	n/a	68103	fixpoint_ON	4	n/a	n/a	n/a
136.716	2.4	68358	stim_ON	8	1	1	3
142.026	n/a	71013	fixpoint_ON	4	n/a	n/a	n/a
142.538	2.4	71269	stim_ON	8	1	0.6	2
147.856	n/a	73928	fixpoint_ON	4	n/a	n/a	n/a
148.368	2.4	74184	stim_ON	8	1	0.3	1
153.676	n/a	76838	fixpoint_ON	4	n/a	n/a	n/a
154.186	2.4	77093	stim_ON	8	1	0	3
159.496	n/a	79748	fixpoint_ON	4	n/a	n/a	n/a
160.008	2.4	80004	stim_ON	8	1	0	3
165.316	n/a	82658	fixpoint_ON	4	n/a	n/a	n/a
165.828	2.4	82914	stim_ON	8	1	0.3	1
171.136	n/a	85568	fixpoint_ON	4	n/a	n/a	n/a
171.648	2.4	85824	stim_ON	8	1	0.6	2
176.956	n/a	88478	fixpoint_ON	4	n/a	n/a	n/a
177.466	2.4	88733	stim_ON	8	1	1	3
182.776	n/a	91388	fixpoint_ON	4	n/a	n/a	n/a
183.298	2.4	91649	stim_ON	8	1	0	1
188.616	n/a	94308	fixpoint_ON	4	n/a	n/a	n/a
189.128	2.4	94564	stim_ON	8	0	0	2
194.448	n/a	97224	fixpoint_ON	4	n/a	n/a	n/a
194.958	2.4	97479	stim_ON	8	1	0.3	3
200.276	n/a	100138	fixpoint_ON	4	n/a	n/a	n/a
200.788	2.4	100394	stim_ON	8	0	0.3	1
206.098	n/a	103049	fixpoint_ON	4	n/a	n/a	n/a
206.606	2.4	103303	stim_ON	8	1	0.6	2
211.918	n/a	105959	fixpoint_ON	4	n/a	n/a	n/a
212.428	2.4	106214	stim_ON	8	0	0.6	3
217.738	n/a	108869	fixpoint_ON	4	n/a	n/a	n/a
218.248	2.4	109124	stim_ON	8	1	1	1
