onset	duration	sample	value	event_code
0	n/a	0	break cnt	break cnt
1.78	n/a	890	resting_start	90
45.232	n/a	22616	instructed_toOpenEyes	20
65.232	n/a	32616	instructed_toCloseEyes	30
105.23	n/a	52615	instructed_toOpenEyes	20
125.228	n/a	62614	instructed_toCloseEyes	30
165.228	n/a	82614	instructed_toOpenEyes	20
185.228	n/a	92614	instructed_toCloseEyes	30
225.228	n/a	112614	instructed_toOpenEyes	20
245.228	n/a	122614	instructed_toCloseEyes	30
285.226	n/a	142613	instructed_toOpenEyes	20
305.226	n/a	152613	instructed_toCloseEyes	30
345.226	n/a	172613	instructed_toOpenEyes	20
349.773	n/a	174886.5	boundary	boundary
