onset	duration	sample	value	event_code	user_answer	correct_answer
0	n/a	0	break cnt	break cnt	n/a	n/a
74.06	n/a	37030	symbolSearch_start	92	n/a	n/a
77.962	n/a	38981	newPage	20	n/a	n/a
81.48	n/a	40740	trialResponse	14	0	0
84.58	n/a	42290	trialResponse	14	1	1
87.538	n/a	43769	trialResponse	14	0	0
92.228	n/a	46114	trialResponse	14	0	0
96.26	n/a	48130	trialResponse	14	0	0
100.942	n/a	50471	trialResponse	14	1	1
105.508	n/a	52754	trialResponse	14	0	0
110.972	n/a	55486	trialResponse	14	1	1
115.188	n/a	57594	trialResponse	14	0	0
120.406	n/a	60203	trialResponse	14	0	0
126.922	n/a	63461	trialResponse	14	0	0
128.716	n/a	64358	trialResponse	14	1	1
130.988	n/a	65494	trialResponse	14	0	0
134.836	n/a	67418	trialResponse	14	1	1
138.412	n/a	69206	trialResponse	14	1	1
140.094	n/a	70047	newPage	20	n/a	n/a
144.884	n/a	72442	trialResponse	14	1	1
147.748	n/a	73874	trialResponse	14	1	1
151.236	n/a	75618	trialResponse	14	0	0
154.386	n/a	77193	trialResponse	14	1	1
159.532	n/a	79766	trialResponse	14	0	0
163.508	n/a	81754	trialResponse	14	1	1
168.042	n/a	84021	trialResponse	14	0	0
173.892	n/a	86946	trialResponse	14	1	1
178.244	n/a	89122	trialResponse	14	1	1
182.196	n/a	91098	trialResponse	14	0	0
185.29	n/a	92645	trialResponse	14	1	1
189.332	n/a	94666	trialResponse	14	0	0
193.468	n/a	96734	trialResponse	14	1	1
196.452	n/a	98226	trialResponse	14	1	1
200.956	n/a	100478	trialResponse	14	0	0
200.976	n/a	100488	newPage	20	n/a	n/a
204.603	n/a	102301.5	boundary	boundary	n/a	n/a
