onset	duration	sample	value	event_code	background	foreground_contrast	stimulus_cond
0	n/a	0	break cnt	break cnt	n/a	n/a	n/a
64.4	n/a	32200	surroundSuppB2_start	97	n/a	n/a	n/a
66.082	n/a	33041	fixpoint_ON	4	n/a	n/a	n/a
66.706	2.4	33353	stim_ON	8	1	1	3
72.038	n/a	36019	fixpoint_ON	4	n/a	n/a	n/a
72.554	2.4	36277	stim_ON	8	1	0.6	1
77.868	n/a	38934	fixpoint_ON	4	n/a	n/a	n/a
78.384	2.4	39192	stim_ON	8	1	0.3	2
83.698	n/a	41849	fixpoint_ON	4	n/a	n/a	n/a
84.214	2.4	42107	stim_ON	8	1	0	3
89.528	n/a	44764	fixpoint_ON	4	n/a	n/a	n/a
90.046	2.4	45023	stim_ON	8	1	0	2
95.358	n/a	47679	fixpoint_ON	4	n/a	n/a	n/a
95.876	2.4	47938	stim_ON	8	1	0.3	1
101.188	n/a	50594	fixpoint_ON	4	n/a	n/a	n/a
101.704	2.4	50852	stim_ON	8	1	0.6	3
107.018	n/a	53509	fixpoint_ON	4	n/a	n/a	n/a
107.534	2.4	53767	stim_ON	8	1	1	2
112.848	n/a	56424	fixpoint_ON	4	n/a	n/a	n/a
113.364	2.4	56682	stim_ON	8	1	1	3
118.678	n/a	59339	fixpoint_ON	4	n/a	n/a	n/a
119.194	2.4	59597	stim_ON	8	1	0.6	1
124.508	n/a	62254	fixpoint_ON	4	n/a	n/a	n/a
125.024	2.4	62512	stim_ON	8	1	0.3	2
130.34	n/a	65170	fixpoint_ON	4	n/a	n/a	n/a
130.858	2.4	65429	stim_ON	8	1	0	3
136.168	n/a	68084	fixpoint_ON	4	n/a	n/a	n/a
136.686	2.4	68343	stim_ON	8	0	1	1
142	n/a	71000	fixpoint_ON	4	n/a	n/a	n/a
142.516	2.4	71258	stim_ON	8	0	0.6	2
147.828	n/a	73914	fixpoint_ON	4	n/a	n/a	n/a
148.346	2.4	74173	stim_ON	8	0	0.3	3
153.66	n/a	76830	fixpoint_ON	4	n/a	n/a	n/a
154.176	2.4	77088	stim_ON	8	0	0	1
159.488	n/a	79744	fixpoint_ON	4	n/a	n/a	n/a
160.006	2.4	80003	stim_ON	8	1	1	3
165.318	n/a	82659	fixpoint_ON	4	n/a	n/a	n/a
165.834	2.4	82917	stim_ON	8	1	0.6	2
171.148	n/a	85574	fixpoint_ON	4	n/a	n/a	n/a
171.666	2.4	85833	stim_ON	8	1	0.3	1
176.99	n/a	88495	fixpoint_ON	4	n/a	n/a	n/a
177.506	2.4	88753	stim_ON	8	1	0	3
182.828	n/a	91414	fixpoint_ON	4	n/a	n/a	n/a
